id	document	label
3823235	유쾌 , 상쾌.. 당시에 진짜 웃기고 즐겁게 봤던 작품..	1
7153384	다시보기 모드중	1
10022488	세상의 이치를 아직도 모르겠다. 곤사토시같은 천재가 요절을하고 나같은 생활쓰레기는 꾸역꾸역 살고있다니..	1
5846731	재밌었어요~	1
3792766	완전 2시간내내 후덜덜 남자 2분의 매력은 쩝니당~ㅠㅠㅠ**	1
1793074	요즘학생들은 몰라도 우리때는 내다리내놔 여곡성이 최고의 공포영화였죠	1
8500358	지구 종말론이 이렇게나 우아하고 아름답게 느껴지다니	1
9509218	정말 대박입니다..ㅋㅋㅋ	1
6256968	있을법한 이야기네요	1
3070984	잘 만든 스포츠 영화!!	1
4563438	정말 멋있는 배우들과 스토리..	1
8643959	미루고있다면 지금 당장 봐야 할 영화명작..	1
5927003	조선인 가미카제 특공대의 한많은 삶..흔해빠진 일본의 군국주의 영화랑은 다르다..	1
9494740	"앜ㅋ옛날에 재밌게 본 영화!!ㅋㅋ ""나 점 있었엌?!!"""	1
6702982	분명한 수작. 다만 고전방식의 전개였기 때문에 포인트 없이 그저 물 흐르듯 흘러간 것이 좋지 않은 평의?원인이 되는 것 같다. 표현 방식에서는 그 강약 조절이 확실했기 때문에 무척 재미있게 봤다.	1
2744798	그냥......사랑하게 해주지ㅠ	1
9954954	최고임!!!파이란~~~~!	1
10130221	아이가 보는내내 너무 즐거워하더라구요. 재밌게 봤습니다.	1
5400588	달콤하면서씁슬한 문	1
7067506	완벽	1
683581	이인수 감독님 앞으로도 좋은 활동해주세요.	1
6151607	밤에 채널 돌리다가 우연히 봤는데,너무 감동적이였어요ㅠㅠ진심멋있네요!굳!	1
10170196	7점 후반이라고생각하지만 1점준 알바땜에 10점준다	1
8785096	옛날영화지만 재밌었다 남주여주 굿굿	1
3470141	이영화가 왜 18금????	1
8777700	꼭보세요. 많은걸느낍니다.	1
7560130	평소 이미지와 상반되는 캐릭터를 연기한 덴젤 워싱턴과 러셀크로우 두사람은 역시나 훌륭했다!	1
8916072	아카펠라 짱 신기신기! 진짜 잘 부르네영!	1
1600174	정말 좋은영화	1
8718683	기대하고 봤어도 기대이상이었어요	1
9287421	우피골드버그의 연기가 진짜 잼있다.	1
2130182	숀펜의연기는광적일정도로훌륭하다 우민정치와권력에대한훌륭한풍자영화	1
9277237	드미트리 존쿠삭 목소리 넘 좋음♥계속 듣게돼~	1
8118715	와..조디포스터 연기가 대박	1
1071281	고현정 연기 Good! 배우들 때문에 10점 줍니다.	1
8847427	비슷한 소재들을 많이봐서 별로 딱히 반전인 느낌은 없었으나 꽤 재미는 있었음.	1
3974531	배우의 연기력에 영화에 빠져듭니다.	1
4159170	막장영화.	1
9264573	말이필요없다.!.!	1
8062667	좀 유치하고 영상도 어설픈 건 인정한다. 하지만 뭔가 끌리는 영화. 상상력을 자극해서 그런가? 이따금 다시보고싶게만든다.	1
10275233	상상속으로 푹 빠져내린 날. 아줌마 속에 어린 슬픔이를 보았다.	1
9235792	스트레스없이 볼만한 예쁜드라마 앞으로 더 흥미진진해 질것 같음	1
1169233	아놀드가 진짜 멋지게 나오지...ㅎㅎ	1
9087903	처음엔 좀 거부감이들지만 볼수록 몰입되는영화	1
8021632	내 현실이 될까봐 두렵다.. 영원한 사랑은 없을까... 정서를 무척이나 잘 담아내었다. 연출, 연기 모두 very good~!!	1
7234391	어릴적 정말 재밌게 본 기억.. 8비트 MSX팩으로 나온 동명의 게임도 있었죠.	1
8169802	미국 남북전쟁을 배경으로 한 영화, 한 여자를 위해 목숨걸고 먼 길을 달려온 남자와 그 남자의 사랑을 기다려온 한 여자의 끝없는 믿음으로 둘은 다시 만나게 되지만 끝이 너무 슬프다. 잠깐 나온 나탈리 포트만도 너무 아름다웠다.	1
1557735	어렸을때 영화보면서 저 쥐 가지고싶단 생각만했었다-_ -ㅋㅋ	1
4877573	좋았음	1
2085282	그렇지만 길들여질 필요가 꼭 있을까? 그냥 살면되지...	1
8267656	베를린영화제에서 여우쥬연상 탈만합니다연기보다 알상같았어요. 서구문화라그렇다생각도되지만 50대라면 뭐. .	1
4680740	어렸을때 토요명화에서 보고 그 감동이 평생 잊혀지질 않을 훌륭한 영화.	1
7570404	멋진영화	1
9462971	이 영화를 미루고 미루다 이제서야 보다니...SF의 걸작이다. 화려한 비주얼은 4년전 영화라고 믿을 수 없다. 1982년 나온 트론도 대단했지만, 이 영화도 정말 괜찮다. 점수 낮게 준 인간들은 그냥 영화 보지마라.	1
2731460	기대 안하고 보니까 영화가 가슴으로 들어오네	1
8657614	피터팬과 함께라면 언제나 흥미진진한 모험이 기다리지! 동심 잃은 제인과 항상 아이같은 피터팬의 슬프고도 재미있는 이야기.	1
4713907	진짜웃겼어요ㅋㅋ역시오빠야ㅋㅋ	1
927631	호텔 벨보이 더그의 꿈이 아직도 나의 가슴 뛰게 한다.	1
64772	배우들의 능청스런 연기.. 웃고 싶다면 강추..	1
9155379	쿠바 미사일 위기에 대해 깊이 알 수 있었던 영화였습니다.시간가는 줄도 모르게 집중할 정도로 몰입감이 있었습니다.	1
7567740	ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ	1
5981595	완젼재밋어!!제발해품달하구나폭한로맨스이겨라!!	1
8569591	윤계상 연기 좋구 넘 멋있어요. 뻔한 내용이지만 배우들 연기 다 잘해서 볼만 합니다.	1
6715139	무언가 슬프지만 가슴이 따뜻한 영화입니다. 어두운 현실이지만 밝은 풍경과 예쁜 마음을 가진 사람들을 볼 수 있어 좋습니다. 정으로 이어진 훈훈함 그리고 소박한 일상들이 아름답게 느껴집니다.	1
6501770	ost 최고!!!!	1
8991384	이런게정말영화다...2차세계대전때 목숨바쳐 싸워주신 용기있는연합군청년분들께 감사를드립니다...	1
9900431	마지막장면에서대령님이죽는순간까지갖고있었던사진을보여주는데가슴이너무아렸어요..그래서앤딩곡Rose듣는동안계속울었던것같아요..여러분~~제발노출영화라구단정짓지마세요..사랑은세상그누구도단정지을수없으니까요^^	1
8810862	마음 평안해지는 영화. 배경미가 돋보인다.	1
2085112	영상미에선 단연최고.한편의 cf를 보는듯한.이소연 연기에 굿^^	1
9140581	백투더퓨터는 1,2,3 다 명작이지	1
7110071	사람들에 따라 다르겠지만...난 재밌게 봤다.	1
6889321	강산이3번바껴도잊혀지질않는영화네요 수천편의영화를오래동안봐왔지만 라스트씬은 찡한건 최곱니다	1
8670635	진짜 엄청 재밌게 봤던 기억이 나네요 ㅋㅋ 아 옛날이여 ... 다시 보고 싶다.	1
9527313	조용하지만 힘이 있는 영화...시간가는줄 모르고 봤다	1
7324227	화려한 외모의 하명중 , 연기도 잘하네	1
4678282	신선한줄리아로버츠만의 매력 ~	1
10204860	예수와 클레멘타인의 공통점은, 처음에는 박해를 받았으나, 종래에는 모두의 희망이 되었다는 것이다.	1
9371756	인생막장극 베르세르크! 역시 기대를 저버리지않는 멘붕!!	1
8310789	소재가 우리 모두가 공감될수 있는 이야기이다. 사람들은 '우리가 투표한다고해서 뭐가 달라지겠어?' 라는 시작에서 만들어진 영화이기에 감독이 무엇을 전달하려는 바를 빠른 수용이 될수 있었다. 투표권 버리자 말고 투표 꼭 합시다.	1
7924516	굳	1
7654421	4가 젤 나음	1
8175532	나두 좀비영화 참 좋아하는데여~~~	1
10249362	평범해 보이는 평점과 줄거리에 완전히 속았다. 이제서야 본 게 후회되는 영화. 전혀 예상치 못한 전개, 긴장감 넘치는 연출, 80년대 느낌의 배경 음악, 여유와 유머가 넘치는 노장들의 액션, 서부극이 연상되는 후반부까지 정말 100% 만족스러웠다.	1
8613477	너!무너무 잼있어요! 하루하루 이야기 궁금할정도, 요즘은 일일드라마가 미니시리즈같네요! 돌싱녀말고 이걸 미니로 넣지 ㅠ 수백향도 잼났는데 편성이 아쉬웠어요. 근데 ost언제 나와요?빨리 발매해주세요, 엔딩곡넘좋아요	1
5728443	집에서 보기 좋네요^^	1
9633536	제목에 낚여서 노출 기대하고 보면 실망할거지만 내용 있는 영화다. 노출이 없는건 아닌데 스토리상 있고 두서 없이 전개되서 생각하면서 봐야되는건 단점이지만 옛날영화 근래 봤는데 재미있다 느끼는거 간만인듯.	1
9985383	완전 슬퍼요 왕따 나쁘네요.	1
10124816	이후 마누라한테 복수했을까? 상남자 털보. 간만의 수작.	1
8919306	재밌어요! 왕추천 이거보면 갑자기 긍정적이게 된다	1
6227269	재밋엇다는ㅋㅋ기대를 저버리지 안앗다는ㅋㅋㅋ	1
9913303	아 너무 잘본영화 추천 간만에 출발비디오여행이 좋은 영화 추천해줬네	1
4601505	리얼은 없지만 만화를 제대로 영화화 했다.	1
7347396	재미있네요	1
6831632	사랑이 영원할 수 있을까요...생각하게 하네요...	1
3135059	킬링타임용으론 손색이 없는데 OO 왜 괴물이 이명박?	1
8063675	정말 따뜻했던 드라마ㅠㅠ	1
8397975	개인적으로 너무 재미잇게 본 영화이고 여러방면으로 해석이 되는 영화엿습니다 원래 공포 스릴러 굉장히 싫어하는데 요건 재밋게 밧네요마지막 킴의 희생에선 선뜻 내기 힘든 용기와 감동을 느낄수 잇엇어요 ㅎ 욕하시는분들은 정신연렁이 궁금하네요	1
8840617	일본을 본받을점은 이거다 대중적인 변태영화	1
10122000	명작이다 재미있다 교훈적	1
9537011	처음에는 저들의 정서를 이해할수없었지만 중반부 들어서면서 과거의 자신의 아픔을 마음속에 이제껏 짊어진것이 슬퍼 눈물을 흘렸다. 마지막 부분도 버튼을 누르지 못하던 그장면또한 눈물을 흘리고애국가를 부르던 장면도 너무 애절하고 슬펐다. 눈물흘리기좋은영화	1
7421533	농아인 사라의 의사소통 방식을 연결시켜주는 제임스!!! 윌리엄 허트 연기땜에 빛이 발휘된 영화아닌가 싶다...	1
9913229	참 흥미롭게 봤다. 인간의 기억, 능력이 물질로 환원될 수 있다는 것이...	1
8463057	EBS년말 방송분에 대해 초반과 결말 부분이 덜 녹화된 상태로 봄. 남녀간의 사랑과 사회 부조리에 눈뜨고 따뜻한 인간애를 가진 베트남 왕실 혈통의 남녀가 어떻게 시대상황에서 삶을 개척하고 대처 적응해가는지를 아름다운 영상미를 바탕으로 표현한 수작	1
10248468	이런 명작을 20년만에 보다니 ㅋㅋ 손에 땀을 쥐게 하는 첩보전과 배신까지 잘 만들어진 영화임.	1
2976614	이야 최고다 ㅋㅋ	1
9889819	역시 아스테릭스! 정말 조카랑 재밌게 봤어요!	1
6271335	시나리오 하나 잘썻네.	1
6350668	시리즈중 가장재밋다고 생각하는 내가 OO인가? 왜이리 평점이 낮지? 7점정돈되야	1
7355245	기대 안 햇는데 대박	1
6100953	아이들만큼 저도 빠져들어서 봤어요. 저도 가면 받고싶어졌는데 어른은 왜 안주나요?	1
1679060	대단하져 ㅋㅋ 10점이다.	1
10230928	최고의 애니메이션!! 감동의 영화...	1
9051802	믿고 봐도 괜찮은 이나영.	1
7924468	이거 진짜 대박 재미있음 ㅋㅋㅋㅋ 꼭 봐용 ㅋㅋㅋ 참신함 ㅋㅋㅋ	1
9403769	1점 준 사람들 수준 알 것 같다...	1
7139082	외로워서 결혼했다는 그 카드속 말이나에 가슴을 울리네요!	1
9931278	귀여운남자애가84년생이라닠ㅋㅋㅋ	1
5448509	진짜웃기고재밍는데..평점이쫌낮네?!/급마무리가살.짝.아쉽지만!	1
9044030	몰입을 끝까지 유지하며 상황을 극한으로 몰아가는 힘.	1
7100754	더빙판, 자막판 모두 좋아해서 자막판으로 보고 왔는데... 지금 동영상 보니까 더빙된 게 좀 낯서네요 ㅎㅎ 낯설어서 그런 건지 옛날 더빙이 더 훌륭했던 건지 판단할 순 없지만 ㅜㅜ 아쉬운 건 사실일 듯... 차라리 자막판이 더 친숙할 것 같네요 ㅋㅋ	1
9527286	감동그자체입니다요다요	1
6382128	잼씀 강추	1
7475237	요즘 젤 즐겨보는 드라마^^배우분들 너무 연기잘하세요 백년의유산 파이팅!!!이정진 너무 멋져ㅠㅠㅠㅠㅠㅠㅠ	1
6137434	좋은테	1
1333041	너무 재밌다	1
10253726	타인의 생에 함부로 첨언하지 않기.	1
5458370	인류의 역사를 말하는 작품.	1
8171961	솔직히 초반엔 원작이랑 너무 비슷해서 별로였는데 중반부에 서지훈 나오고 후반부에 가족들 중심으로 전개되면서 확 재밌어졌음. 마지막회 폭풍눈물 ㅠㅠ	1
7699437	솔직히 이건 10점 짜리다..	1
8421203	처음봣는데재밋다 나중에1화부터봐야겟어요	1
3036550	보는김에저전용관안경으로봤는데짱이고또이영화너무신기해서강추합니다	1
3317416	내가본 드라마 영화중에선 최고인듯	1
10242648	이 영화 진짜 최고예요~~!	1
9893283	진짜 나에겐 최고의 영웅임ㅠㅠ	1
6278188	프로덕션 IG 와 그 자회사인 XEBEC 의 깔끔한 합작품 !	1
9756530	배우들 연기도 잘하고 영화가 주는 감동이 굉장히 크네요. 좋은 영화였어요 ㅎㅎ	1
3619369	한국 경찰영화중 잼있는 영화인데..	1
5855777	아 로마는 진짜 최고ㅠㅠㅠ	1
573619	흥미진진..	1
9773213	구름뒤에는 태양이 있다.	1
1096202	캬..스페인풍경정말좋다.야하다고생각치말고 걍봐요	1
9578360	캐릭터들이 하나같이 매력적이다. 주구장창 속편이 나왔으면 하는 영화	1
5505671	영화 재미나네요..보고나서 감독을 찾아보니 보니 양익준 감독님 .	1
86106	snhn04말조심해라.졸작이라니..	1
5719306	행복해지는 영화 ^^ 외모지상주의를 시원하게 커트해주는 영화 ㅋ	1
8956231	오오~ 친구사이..를 잇는 역대급 퀴어무비	1
8908641	꼭보세요 길이길이 남을 명작입니다...	1
3892762	외롭다	1
9322082	소피아 코폴라만 제하면 완벽한 명작	1
7039421	평범하지 않은 사랑을.. 노래 안에 녹이다...	1
8895445	꿈을 이루어 나가는 알렉스가 정말 아름다웠던 영화.	1
1101260	잘 만들었습니다	1
4576260	재밌음	1
460314	몇번 봤는데 볼때 마나 재밌던데..	1
115147	슬픔과 감동이 한꺼번에....	1
6729896	피에타를 보고 나서 봐서 그런지 플롯이 비슷한 느낌이다. 특히 엔딩 장면은 정말 최고다!	1
242226	제작진의 노력이 보이는 작품, 재방 더이상 안해주나....	1
3432932	잼있음	1
1627465	소재도 기발했고 재밌었던 영화~	1
2137545	베르히만. 진정한 거장, 이런 장르의 작품도 매력적이고 독특하게 잘만드네	1
10050232	여러가지 동화를 믹스해놓은 퓨전판타지..ㅋㅋ 끝에는 스토리 막장이지만 은근 신선하고 재밌음. 라푼젤까지 막장에 엮었어야 하는데 아쉽네..ㅎㅎ	1
7797080	굳이 어떤 영화를 최고라 불러야 한다면 이 영화가 바로 최고. 영화역사상 가장 난해한 영화 중 하나로 알려져 있지만 러닝타임 85분내내 너무나 흥미진진해서 눈을 뗄 수가 없었다...베리만 영화가 이렇게 재미있는(?) 거였다니.	1
1751721	ㅎ 장학우도 멋있게 나옴	1
6864858	평점이 너무 낮네.. 평점올릴려고 10점찍는다.홍보를 잘못한거 같다.이건 액션이 아니라 분위기 끝내주는 느와르 영화다. 아쉬운 부분도 있었지만 콜린파렐의 존재감과 분위기는 끝내줬다. 한 7~8점을 줘도된다.	1
8674380	힘들때 만나게 된 영화.화려한 영상,젊고 예쁜 톱배우,엄청난 제작비의 블록버스터가 아니라 오직 내용에만 집중할 수 있었던영화였어요 영화가 주는 감동이란 이런것이군요	1
1750728	좋은데	1
6709981	굿~	1
8205682	이거 10점 안주면 뭘 10점 주나! 멋진 영화다.	1
8474875	1700명 중 한명으로써 아주 감명깊게 봤습니다. 물론 지아이조 2때문에 살짝 고민이 되기도 했지만 제작에 참여한 김재효군의 노고에 힘입어 감동적인 영화가 탄생했다고 생각합니다. 비념 화이팅~!	1
9407275	보는내내 화가 치밀어올랐다. 근데 마음 가라 앉히고 생각햅보니 남자는 벌을 받아도 싸다.	1
8653312	진짜 최고의 드라마....	1
5920565	음악이 정말 좋네요	1
7916979	저는 틀리지 않았습니다. 저는 완벽합니다. 저는..완벽합니다.	1
6211024	같은 아픔을 가진 사람들을 위해..주체할수 없는 감정에서 따뜻한 감정으로 체인지..	1
7695710	진솔한모습보기좋다.	1
10155885	모두 지루하다고 하길래 보는 걸 계속 미루다 이제야 보게되었는 데 진작 볼걸 이런 생각이 들었다 ㅠㅠ 파이널 편이 기대된다 파이널 주인공을 보니 이번 1편에서 나온 반삭언니가 비중있게 나오는 것 같은 데 이 언니가 어떤 반전을 보여줄지 기대된다	1
5622357	우연히 ebs에서 보고 다시 보고 싶어 dvd까지 구매했다. 느낌이 좋아. 딴건 모르겠고	1
5693289	누가 이거 이상하다고 하냐 긴장감최곤데	1
10059670	잘봤어요! 정해준 룰그대로 살지않는사람도 충분히 아름다울수있지요! 공감 많이가는 영화였어요. 유준상님 아니고 류승룡님, 김윤석님, 마동석님 이였다면 더 몰입할수있었을거같은데.. 유준상님 워낙에 유명해서 이미지가 박혀있어서 몰입이안되네요...ㅋㅋ	1
637074	재미있어요// 볼만함니다// ㅎㅎ	1
39470	주인공의 미모에 10점	1
830403	이게 뭐죠	1
6236648	지드래곤의 음악 이야기가 인상 깊었습니다.^^ 간간히 고현정씨의 말씀도~	1
886043	평점 쩐다..전신을 노출한 이완의 용기에 10점 준다.	1
1717508	굿	1
9963302	10점만점에10점.	1
6608330	광복절에 정말 의미있었던영화. 송신도 할머니 자랑스럽습니다	1
6130536	구스 반 산트 감독의 죽음과 사랑에 대한 고찰	1
9406527	쇼생크랑 더불어 나의 인생영화임 ㅋ 기준은 아무리 봐도 안질리긔	1
8646748	영화 폭풍의 질주 이후 다시 만난 톰 크루즈와 니콜 키드먼의 신분의 차이를 뛰어 넘은 운명적인 사랑 소재의 영화. 마지막 엔딩은 정말 극적이어서 기억에 남음.	1
2091560	여러가지 부분에서 좋은 면을 보여주네요	1
7524374	정신분열증 환자를 아주 정확하게 표현해냈다는점에서 크게 점수 드립니다 :)	1
95039	저도 기억 안나요. 큰 반전 없던걸로 기억하는데...	1
2476119	그래 나 젝키 파스니다 ㄷㄷㄷ	1
3813862	ost가 쩔어서 별 5개 내용만 봐선 별 1개	1
4377963	착한 사진관 직원 '싸이' 우연히 좋아하는 여자의 남편이 바람피는 사진을 목격	1
9876656	재밌다. 재밌군. 평점이 왜 이렇게 낮은지 모르겠다.	1
9898278	진짜 재밌넹... 울버린 없어도 꽉꽉찬 내용과 전개	1
8428434	잊고지냇던 ,잊고지낼뻔한 명곡들을 다시 듣고 알게되어 정말 행복할 따름입니다	1
10079339	와진짜..반지의제왕을 뛰어넘는 듯	1
9232422	간만에 너무나 좋은 프로그램입니다 ~ 많은걸 느끼고자신을 돌아보게 만드는 리얼 예능이었습니다♡♡ 남겨진 전우들도 힘내시고 멋진 부사관되십쇼~ 충성	1
9767752	동석이형만으로도 9점이상이다 ㅋㅋ 진짜 양아치 연기 + 욕이 ㅋㅋ	1
9298966	마음 약한 아이들은 어느곳에서나 상처의 표적이 되는구나	1
7365596	굳	1
6706923	결말은 뻔하지만...그래도 따라가는 과정이 흥미롭다..조미 조우정 두사람 외모 짱드셈...서기도 반갑고...	1
7721032	예전에 엄청 재밌게 봤어요 팬더나오는거 아직도 웃김 ㅎㅎ	1
6642336	너무재밌다ㅠㅠ최고!!!	1
10099757	가끔생각나는영화...	1
7336264	클로이 너무 매력적이야. meet bill처럼 배급사가 영화망친 대표적 사례중 하나.	1
8008978	어디서 볼 수 있나요? 상영작이라고 뜨는데 볼 수 있는 영화관이 없네요.	1
9027751	오스카 남우주연상에 빛나는 덴젤 워싱턴의 빙의모드 연기력을 유감없이 발휘한 영화. 누구나 도화지 위에서 출발하지만 시커멓고 냄새나는 폐지로 변할 수 있는 사회. 이겨내지 못하고 찌든 베테랑과 저항해보려는 루키의 감정 대립이 날카롭다.	1
9717767	박해진 진짜 좋아하는데 ㅠㅠ 마지막 차사고는 진짜 아니였어요ㅠㅠ 뭔가 억지스럽고 해피엔딩으로 끝나길 바랬는데 배우들을 너무 좋아하고 연기가 좋아서 8점 드려요. 슬프고 감동적인 영화이지만 살짝 지루하고 재미없는 부분이 있기도 합니다.	1
9029822	탑건과 비슷하네 역시 오래남을 영화	1
7916737	초딩시절 그 감동을 지금 내 아들과 공감하려한다..	1
7715973	대박	1
8658652	오랜만에 정말 많은 생각을 가져다준 영화였습니다. 손에 꼽을 정도로 저에겐 명작이네요.	1
10005750	처음 봤을때의 충격이 아직도 기억난다. 상업영화의 틀을 벗어난 최고의 명작중 하나다.	1
8843658	톰크루즈 정말 잘생김...ㄷㄷ	1
9950330	반짝반짝 빛나는 영화~	1
7498517	꺠알같은 박상민.신현준의 데뷔 명작.	1
7867126	아 왜이렇게 로맨틱해 액션인줄 알고봤는데 단순한 총질만 안나와서 다행이당	1
2374908	무서우라고 만든 영화는 아닌 듯....최소6점짜리 영화	1
9619699	이정도평점은 아닌데...	1
6274205	최고ㅋㅋㅋ이런여자공감드롸마많이필요함	1
4944069	누군가 힘들어 할 때 그 때 넌지시 이 영화를 추천하겠다	1
9792436	평점이 넘 낮네요ㅜ 전 진짜 흥미진진하게 보았습니다~!!연기자님 연기 내용~다 좋았습니다~!!	1
9171401	진심 감동했어요♥ 북한을 위해서 많이 기도해야될것같네요... 이거보다가 먾이 울었습니다. 추천할만한 엉화예요★_★	1
9352325	보통은 사냥하는 인간이 다른 행성에 와서 사냥당한다.... 꽤나 마음이 드는 스토리였음 입장이 반대가 된거지	1
5983274	대체 어느 포인트가 날 건드린거지? 묘하지만 만족시켜준 영화 ! 나중에 다시 봐야지~	1
9272164	10년 전쯤 본 영화인데 아직도 기억에 남는 영화	1
3900464	정말 애뜻하고 슬픈이야기 감동적이예요	1
7078252	재밋슴	1
10259457	넘 잼있었어요.얘들이 넘 좋아라 하네요	1
7958007	아이디어 괜찮음	1
7801020	우리나라에서 리메이크 해도 재미있을 듯?	1
4628403	정말 잼있게 본영화 오래됐지만 ㅎㅎ	1
8161512	생각없이 그냥 봤는데~~잼났어요~~ㅋ	1
6191321	TV조선, 조선일보의 방송이 이런 드라마를 내보낸다는게 정말 놀랍다...	1
4421111	대박 ㅋㅋㅋ	1
7116938	몇번을 보아도 가슴은 먹먹하다. Life goes on .........	1
5626264	성전환문제를 자연스럽게 다룬 코믹영화.	1
5809977	개인적으로 이연걸영화중 넘버원.	1
8816451	정말 좋은 영화네요.특히 이정현 누님 연기며 미모며 대단... 잘봤습니다	1
9931273	일베충들아 밥은 잘 먹고 다니야?	1
1450923	소박하지만 그래서 아름다운 인생, 이런 삶을 동경한다.	1
7502046	재미있게 봤습니다 ㅎㅎ	1
8628634	군대 말년 시간가는줄 모르게 만들어줬던 드라마 제대하고나서도 주말마다 기다렸었던 기억이ㅠ	1
4701791	중학교 때 봤던 영화인데, 신나고 코믹스러웠던 기억이 아직도 나네요	1
9650087	자비에 돌란 특유의 감성과 그의 리즈시절. 그리고 적절한 음악.	1
10009210	메르스의공포로 생활이마비된요즘.그래도이영화만큼은 잘본것같아요.	1
5711571	독립영화라 상영시간이 넘 안좋았지만..영화는 잔잔하고 따듯한느낌이 좋았습니다.	1
1379735	유덕화가 정말 멋지게 나오는 영화.	1
9204190	처음부터 마지막까지 내용도, 구성도, 배우들의 연기도 모두 맘에 들었다	1
10235222	3편으로 만든 것은 은 무리가 아니었을까	1
10217244	혹평에 조마조마하며 봤지만 난 재밌었음	1
9980978	근래 본 영화중 최고였어요. 연출도 주인공 연기도..작전투입장면은 숨 못쉬고 봄. 다큐 그자체였습니다 영화자체는 미사여구없이 담백하고 생각이 많아지네요.너무나 현실적이라 놀랐고 무튼 대단해요ㅠㅠ	1
9289879	어찌보면 새로울것 없는 내용의 멜로 이야기를 두 배우의 탁월한 연기력으로 몰입하게 만들었다.	1
8775522	ㅎ홍어ㅠㅇ너ㅠ노ㅠㅍ너ㅠㅠ	1
9397394	아놔 마지막 장면보고 존나 울었네 ㅠㅠ	1
4639868	아 갑수ㅤㅎㅛㅇ 무릎팍 넘 빵빵터져요 ㅋㅋ 무릎팍보고 온사람손	1
1303961	84년인가 85년인가에 학교에서 봤다. 추천하고 싶은 영화다	1
1482633	아름다운 생명들이여 ~	1
9851475	재밌게봤다 내가 다 개운하다	1
508809	홍콩영화 팬이라면 좋아할 만한 영화..	1
9227251	키스를 많이 하는것 빼곤 진짜 몰입하면서 봤다	1
395656	프랑스 칸 영화제 개막작! 빨리 개봉됐으면 좋겠습니다.	1
10124178	죽기전에 이 명작을 보세요	1
8587405	러브레터 사월이야기 오쿠리비토 남극의쉐프 거북이는의외로빨리헤엄친다 그리고 이 영화.	1
9580251	근래에 본 영화중 가장 웃겼음	1
